"포인트 wkt","시설물 id","시군구 코드","시군구명","읍면동 코드","읍면동명","시설코드","안심귀갓길 아이디","안심귀갓길 명","설치대수","비고","관리기관","전화번호","조성년월","시설물 최종점검일(사용안함)","세부위치설명","데이터 기준일자","이미지명"
"POINT(127.08981002923781034 37.55375944505600216)","1121510100_08_P03","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","2","","","","","","무명반점 앞","20220729","1121510100_08_P03_305.jpeg"
"POINT(127.08981002923781034 37.55375944505600216)","1121510100_08_P04","1121500000","서울특별시 광진구","1121510100","중곡동","302","1121510100_08","광진안심08","5","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","무명반점 앞","20220729","1121510100_08_P04_302.jpeg"
"POINT(127.08981002923781034 37.55375944505600216)","1121510100_08_P05","1121500000","서울특별시 광진구","1121510100","중곡동","301","1121510100_08","광진안심08","1","","","","","","무명반점 앞","20220729","1121510100_08_P05_301.jpeg"
"POINT(127.09007552366919924 37.55383431698523111)","1121510100_08_P07","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","라인퀵 앞","20220729","1121510100_08_P07_305.jpeg"
"POINT(127.09034127292430583 37.5539243126403548)","1121510100_08_P08","1121500000","서울특별시 광진구","1121510100","중곡동","302","1121510100_08","광진안심08","5","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","온누리교회 앞","20220729","1121510100_08_P08_302.jpeg"
"POINT(127.09034127292430583 37.5539243126403548)","1121510100_08_P09","1121500000","서울특별시 광진구","1121510100","중곡동","301","1121510100_08","광진안심08","1","","","","","","온누리교회 앞","20220729","1121510100_08_P09_301.jpeg"
"POINT(127.09034127292430583 37.5539243126403548)","1121510100_08_P10","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","온누리교회 앞","20220729","1121510100_08_P10_305.jpeg"
"POINT(127.0904910000000001 37.55396600000000262)","1121510100_08_P11","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","광진교회 앞","20220729","1121510100_08_P11_305.jpeg"
"POINT(127.09060499999999649 37.55413500000000226)","1121510100_08_P12","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","","20220729","1121510100_08_P12_305.jpeg"
"POINT(127.09095036104211829 37.55436010582834427)","1121510100_08_P13","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","","20220729","1121510100_08_P13_305.jpeg"
"POINT(127.09104925366477801 37.55447329298254289)","1121510100_08_P14","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","시드누아 중곡점 앞","20220729","1121510100_08_P14_305.jpeg"
"POINT(127.09108737631935071 37.55456600670932232)","1121510100_08_P15","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","","20220729","1121510100_08_P15_305.jpeg"
"POINT(127.09118276856237628 37.55466701529869766)","1121510100_08_P16","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","대양슈퍼 앞","20220729","1121510100_08_P16_305.jpeg"
"POINT(127.09145999999999788 37.55483300000000213)","1121510100_08_P17","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","","20220729","1121510100_08_P17_305.jpeg"
"POINT(127.09155099160909685 37.5549801344028964)","1121510100_08_P18","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","","20220729","1121510100_08_P18_305.jpeg"
"POINT(127.09188749837899479 37.55522199104429859)","1121510100_08_P19","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","한길인테리어 앞","20220729","1121510100_08_P19_305.jpeg"
"POINT(127.09188749837899479 37.55522199104429859)","1121510100_08_P20","1121500000","서울특별시 광진구","1121510100","중곡동","307","1121510100_08","광진안심08","1","","광진겨찰서 중곡4파출소","02-2285-7860","","","한길인테리어 앞","20220729","1121510100_08_P20_307.jpeg"
"POINT(127.0921716210165755 37.55548670476274253)","1121510100_08_P21","1121500000","서울특별시 광진구","1121510100","중곡동","305","1121510100_08","광진안심08","1","","","","","","CU광진두영점 앞","20220729","1121510100_08_P21_305.jpeg"
"POINT(127.09000002195949719 37.54009630829455801)","1121510300_02_P01","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","자심사 앞","20220727","1121510300_02_P01_305.jpeg"
"POINT(127.09027000000000385 37.53999100000000055)","1121510300_02_P02","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","Coffeduchess앞","20220727","1121510300_02_P02_305.jpeg"
"POINT(127.09054500000000587 37.53995900000000319)","1121510300_02_P03","1121500000","서울특별시 광진구","1121510300","구의동","302","1121510300_02","광진안심02","1","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","인화약국 앞","20220727","1121510300_02_P03_302.jpeg"
"POINT(127.09054500000000587 37.53995900000000319)","1121510300_02_P04","1121500000","서울특별시 광진구","1121510300","구의동","301","1121510300_02","광진안심02","1","","","","","","인화약국 앞","20220727","1121510300_02_P04_301.jpeg"
"POINT(127.09082350662193051 37.54004529734459084)","1121510300_02_P05","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","스윗하오 앞","20220727","1121510300_02_P05_305.jpeg"
"POINT(127.09101438345263091 37.54017158370316309)","1121510300_02_P06","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","","20220727","1121510300_02_P06_305.jpeg"
"POINT(127.09131999999999607 37.54031200000000013)","1121510300_02_P07","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","구의동어닝천막공사 앞","20220727","1121510300_02_P07_305.jpeg"
"POINT(127.09165928605187901 37.5404863147535508)","1121510300_02_P08","1121500000","서울특별시 광진구","1121510300","구의동","303","1121510300_02","광진안심02","1","","","","","","CU광진구의로점 앞","20220727","1121510300_02_P08_303.jpeg"
"POINT(127.09165928605187901 37.5404863147535508)","1121510300_02_P09","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","CU광진구의로점 앞","20220727","1121510300_02_P09_305.jpeg"
"POINT(127.09165928605187901 37.5404863147535508)","1121510300_02_P10","1121500000","서울특별시 광진구","1121510300","구의동","301","1121510300_02","광진안심02","1","","","","","","CU광진구의로점 앞","20220727","1121510300_02_P10_301.jpeg"
"POINT(127.0918974905749792 37.54053341403611199)","1121510300_02_P11","1121500000","서울특별시 광진구","1121510300","구의동","303","1121510300_02","광진안심02","1","","","","","","코리아mart 앞","20220727","1121510300_02_P11_303.jpeg"
"POINT(127.0918974905749792 37.54053341403611199)","1121510300_02_P12","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","2","","","","","","코리아mart 앞","20220727","1121510300_02_P12_305.jpeg"
"POINT(127.0918974905749792 37.54053341403611199)","1121510300_02_P13","1121500000","서울특별시 광진구","1121510300","구의동","303","1121510300_02","광진안심02","1","","","","","","코리아mart 앞","20220727","1121510300_02_P13_303.jpeg"
"POINT(127.08779198956634104 37.54945440594352846)","1121510300_03_P08","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","2","","","","","","동인하이츠빌라 앞","20220729","1121510300_03_P08_305.jpeg"
"POINT(127.0918974905749792 37.54053341403611199)","1121510300_02_P14","1121500000","서울특별시 광진구","1121510300","구의동","302","1121510300_02","광진안심02","1","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","코리아mart 앞","20220727","1121510300_02_P14_302.jpeg"
"POINT(127.09219361108262092 37.54066783924866968)","1121510300_02_P15","1121500000","서울특별시 광진구","1121510300","구의동","301","1121510300_02","광진안심02","1","","","","","","JENIA 앞","20220727","1121510300_02_P15_301.jpeg"
"POINT(127.09219361108262092 37.54066783924866968)","1121510300_02_P16","1121500000","서울특별시 광진구","1121510300","구의동","303","1121510300_02","광진안심02","1","","","","","","JENIA 앞","20220727","1121510300_02_P16_303.jpeg"
"POINT(127.09219361108262092 37.54066783924866968)","1121510300_02_P17","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","JENIA 앞","20220727","1121510300_02_P17_305.jpeg"
"POINT(127.09219361108262092 37.54066783924866968)","1121510300_02_P18","1121500000","서울특별시 광진구","1121510300","구의동","302","1121510300_02","광진안심02","1","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","JENIA 앞","20220727","1121510300_02_P18_302.jpeg"
"POINT(127.0921927964099325 37.54076374843701558)","1121510300_02_P19","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","예나어린이집 앞","20220727","1121510300_02_P19_305.jpeg"
"POINT(127.0921927964099325 37.54076374843701558)","1121510300_02_P20","1121500000","서울특별시 광진구","1121510300","구의동","302","1121510300_02","광진안심02","1","다목적 CCTV","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","예나어린이집 앞","20220727","1121510300_02_P20_302.jpeg"
"POINT(127.09237400000000662 37.5407820000000001)","1121510300_02_P21","1121500000","서울특별시 광진구","1121510300","구의동","303","1121510300_02","광진안심02","1","","","","","","동부훼미리빌 나동 앞","20220727","1121510300_02_P21_303.jpeg"
"POINT(127.09237400000000662 37.5407820000000001)","1121510300_02_P22","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","2","","","","","","동부훼미리빌 나동 앞","20220727","1121510300_02_P22_305.jpeg"
"POINT(127.09274000000000626 37.54100799999999793)","1121510300_02_P23","1121500000","서울특별시 광진구","1121510300","구의동","303","1121510300_02","광진안심02","1","","","","","","추수꾼선교동인회 앞","20220727","1121510300_02_P23_303.jpeg"
"POINT(127.09274000000000626 37.54100799999999793)","1121510300_02_P24","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","추수꾼선교동인회 앞","20220727","1121510300_02_P24_305.jpeg"
"POINT(127.09274000000000626 37.54100799999999793)","1121510300_02_P25","1121500000","서울특별시 광진구","1121510300","구의동","302","1121510300_02","광진안심02","1","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","추수꾼선교동인회 앞","20220727","1121510300_02_P25_302.jpeg"
"POINT(127.09286899999999321 37.54109100000000154)","1121510300_02_P26","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","비어타운 앞","20220727","1121510300_02_P26_305.jpeg"
"POINT(127.09308137862008437 37.54121685445818457)","1121510300_02_P27","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","광명교회 앞","20220727","1121510300_02_P27_305.jpeg"
"POINT(127.09322160815368363 37.54130955063256891)","1121510300_02_P28","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","","20220727","1121510300_02_P28_305.jpeg"
"POINT(127.09052535030743059 37.53996212122184062)","1121510300_02_P29","1121500000","서울특별시 광진구","1121510300","구의동","307","1121510300_02","광진안심02","1","","광진경찰서 광나루지구대","02-2285-7820","","","인화약국 앞","20220727","1121510300_02_P29_307.jpeg"
"POINT(127.09182214249084097 37.54049873339580756)","1121510300_02_P30","1121500000","서울특별시 광진구","1121510300","구의동","307","1121510300_02","광진안심02","1","","광진경찰서 광나루지구대","02-2285-7820","","","CU광진구의로점 앞","20220727","1121510300_02_P30_307.jpeg"
"POINT(127.09277899999999306 37.54102499999999765)","1121510300_02_P31","1121500000","서울특별시 광진구","1121510300","구의동","307","1121510300_02","광진안심02","1","","광진경찰서 광나루지구대","02-2285-7820","","","추수꾼선교동인회 앞","20220727","1121510300_02_P31_307.jpeg"
"POINT(127.09334738069229331 37.54143829527421872)","1121510300_02_P32","1121500000","서울특별시 광진구","1121510300","구의동","307","1121510300_02","광진안심02","1","","광진경찰서 광나루지구대","02-2285-7820","","","","20220727","1121510300_02_P32_307.jpeg"
"POINT(127.09336738069229966 37.5414522952742189)","1121510300_02_P33","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_02","광진안심02","1","","","","","","","20220727","1121510300_02_P33_305.jpeg"
"POINT(127.08943948410745861 37.55120554863968607)","1121510300_03_P01","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","1","","","","","","핵밥 아차산역점 앞","20220729","1121510300_03_P01_305.jpeg"
"POINT(127.08910974066328947 37.55086313005661935)","1121510300_03_P02","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","1","","","","","","폰수리닷컴 앞","20220729","1121510300_03_P02_305.jpeg"
"POINT(127.08881200000000433 37.55059899999999828)","1121510300_03_P03","1121500000","서울특별시 광진구","1121510300","구의동","302","1121510300_03","광진안심03","4","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","CU광진선화점 앞","20220729","1121510300_03_P03_302.jpeg"
"POINT(127.08881200000000433 37.55059899999999828)","1121510300_03_P04","1121500000","서울특별시 광진구","1121510300","구의동","301","1121510300_03","광진안심03","1","","","","","","CU광진선화점 앞","20220729","1121510300_03_P04_301.jpeg"
"POINT(127.08881048417174497 37.55052954872486026)","1121510300_03_P05","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","1","","","","","","","20220729","1121510300_03_P05_305.jpeg"
"POINT(127.08842361257070763 37.55012483946415358)","1121510300_03_P06","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","1","","","","","","경북빌라 앞","20220729","1121510300_03_P06_305.jpeg"
"POINT(127.08815023039593939 37.54983025598210844)","1121510300_03_P07","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","1","","","","","","","20220729","1121510300_03_P07_305.jpeg"
"POINT(127.08755276178547433 37.54932987832824409)","1121510300_03_P09","1121500000","서울특별시 광진구","1121510300","구의동","302","1121510300_03","광진안심03","4","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","","20220729","1121510300_03_P09_302.jpeg"
"POINT(127.08755276178547433 37.54932987832824409)","1121510300_03_P10","1121500000","서울특별시 광진구","1121510300","구의동","301","1121510300_03","광진안심03","1","","","","","","","20220729","1121510300_03_P10_301.jpeg"
"POINT(127.08766598956634652 37.54934840594353318)","1121510300_03_P11","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","1","","","","","","","20220729","1121510300_03_P11_305.jpeg"
"POINT(127.0872573875255398 37.54904516048177499)","1121510300_03_P12","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","1","","","","","","롯데빌리지 앞","20220729","1121510300_03_P12_305.jpeg"
"POINT(127.08715212034825015 37.54893842503678769)","1121510300_03_P13","1121500000","서울특별시 광진구","1121510300","구의동","302","1121510300_03","광진안심03","1","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","롯데빌리지 앞","20220729","1121510300_03_P13_302.jpeg"
"POINT(127.08715212034825015 37.54893842503678769)","1121510300_03_P14","1121500000","서울특별시 광진구","1121510300","구의동","301","1121510300_03","광진안심03","1","","","","","","롯데빌리지 앞","20220729","1121510300_03_P14_301.jpeg"
"POINT(127.08842361257070763 37.55012483946415358)","1121510300_03_P15","1121500000","서울특별시 광진구","1121510300","구의동","307","1121510300_03","광진안심03","1","","광진경찰서 구의파출소","02-2285-7800","","","경북빌라 앞","20220729","1121510300_03_P15_307.jpeg"
"POINT(127.08766598956634652 37.54934840594353318)","1121510300_03_P16","1121500000","서울특별시 광진구","1121510300","구의동","307","1121510300_03","광진안심03","1","","광진경찰서 구의파출소","02-2285-7800","","","동인하이츠빌라 앞","20220729","1121510300_03_P16_307.jpeg"
"POINT(127.0866946230637069 37.54850199366225638)","1121510300_03_P17","1121500000","서울특별시 광진구","1121510300","구의동","307","1121510300_03","광진안심03","1","","광진경찰서 구의파출소","02-2285-7800","","","","20220729","1121510300_03_P17_307.jpeg"
"POINT(127.08688925929749303 37.54869486985695204)","1121510300_03_P18","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","1","","","","","","","20220729","1121510300_03_P18_305.jpeg"
"POINT(127.0866946230637069 37.54850199366225638)","1121510300_03_P19","1121500000","서울특별시 광진구","1121510300","구의동","305","1121510300_03","광진안심03","1","","","","","","","20220729","1121510300_03_P19_305.jpeg"
"POINT(127.08563237343584262 37.53186201661605281)","1121510500_09_P01","1121500000","서울특별시 광진구","1121510500","자양동","301","1121510500_09","광진안심09","1","","","","","","","20220727","1121510500_09_P01_301.jpeg"
"POINT(127.08563237343584262 37.53186201661605281)","1121510500_09_P02","1121500000","서울특별시 광진구","1121510500","자양동","302","1121510500_09","광진안심09","1","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","","20220727","1121510500_09_P02_302.jpeg"
"POINT(127.08526550783304288 37.5317502969167478)","1121510500_09_P03","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","광진백화점약국 앞","20220727","1121510500_09_P03_305.jpeg"
"POINT(127.08526550783304288 37.5317502969167478)","1121510500_09_P04","1121500000","서울특별시 광진구","1121510500","자양동","302","1121510500_09","광진안심09","1","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","광진백화점약국 앞","20220727","1121510500_09_P04_302.jpeg"
"POINT(127.0851289999999949 37.53161999999999665)","1121510500_09_P05","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","","20220727","1121510500_09_P05_305.jpeg"
"POINT(127.0851289999999949 37.53161999999999665)","1121510500_09_P06","1121500000","서울특별시 광진구","1121510500","자양동","301","1121510500_09","광진안심09","1","","","","","","","20220727","1121510500_09_P06_301.jpeg"
"POINT(127.08469424226319688 37.53141484995857269)","1121510500_09_P07","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","까페욜로 앞","20220727","1121510500_09_P07_305.jpeg"
"POINT(127.0844369999999941 37.53130500000000325)","1121510500_09_P08","1121500000","서울특별시 광진구","1121510500","자양동","302","1121510500_09","광진안심09","5","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","광진노인보호센터 앞","20220727","1121510500_09_P08_302.jpeg"
"POINT(127.0844369999999941 37.53130500000000325)","1121510500_09_P09","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","광진노인보호센터 앞","20220727","1121510500_09_P09_305.jpeg"
"POINT(127.0844369999999941 37.53130500000000325)","1121510500_09_P10","1121500000","서울특별시 광진구","1121510500","자양동","301","1121510500_09","광진안심09","1","","","","","","광진노인보호센터 앞","20220727","1121510500_09_P10_301.jpeg"
"POINT(127.0840334486211276 37.53116893609650617)","1121510500_09_P11","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","자양2,3동 새마을금고 옆","20220727","1121510500_09_P11_305.jpeg"
"POINT(127.0840334486211276 37.53116893609650617)","1121510500_09_P12","1121500000","서울특별시 광진구","1121510500","자양동","301","1121510500_09","광진안심09","1","","","","","","자양2,3동 새마을금고 옆","20220727","1121510500_09_P12_301.jpeg"
"POINT(127.08380722402388585 37.53096896793739745)","1121510500_09_P13","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","우리유황온천 앞","20220727","1121510500_09_P13_305.jpeg"
"POINT(127.08369509020309351 37.53093010036918997)","1121510500_09_P14","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","우리유황온천 앞","20220727","1121510500_09_P14_305.jpeg"
"POINT(127.08355902294402995 37.53096959686809697)","1121510500_09_P15","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","서울성자초등학교 앞","20220727","1121510500_09_P15_305.jpeg"
"POINT(127.08351238191461618 37.53089715655335823)","1121510500_09_P16","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","2","","","","","","서울성자초등학교 앞","20220727","1121510500_09_P16_305.jpeg"
"POINT(127.08336099999999647 37.53086400000000111)","1121510500_09_P17","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","","20220727","1121510500_09_P17_305.jpeg"
"POINT(127.08319327568960944 37.53088760094267684)","1121510500_09_P18","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","성자관검도 앞","20220727","1121510500_09_P18_305.jpeg"
"POINT(127.08307727568961809 37.53086660094267302)","1121510500_09_P19","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","성자관검도 앞","20220727","1121510500_09_P19_305.jpeg"
"POINT(127.08282327568961989 37.53081360094267893)","1121510500_09_P20","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","옵토마몰 앞","20220727","1121510500_09_P20_305.jpeg"
"POINT(127.08264090359307374 37.53080459851874906)","1121510500_09_P21","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","홍익미술학원 앞","20220727","1121510500_09_P21_305.jpeg"
"POINT(127.08263520882226771 37.53071237490829049)","1121510500_09_P22","1121500000","서울특별시 광진구","1121510500","자양동","302","1121510500_09","광진안심09","1","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","홍익미술학원 앞","20220727","1121510500_09_P22_302.jpeg"
"POINT(127.08263520882226771 37.53071237490829049)","1121510500_09_P23","1121500000","서울특별시 광진구","1121510500","자양동","301","1121510500_09","광진안심09","1","","","","","","홍익미술학원 앞","20220727","1121510500_09_P23_301.jpeg"
"POINT(127.08251341193857797 37.53079575708635218)","1121510500_09_P24","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_09","광진안심09","1","","","","","","새생명교회 앞","20220727","1121510500_09_P24_305.jpeg"
"POINT(127.08531114450148891 37.53177102185496494)","1121510500_09_P25","1121500000","서울특별시 광진구","1121510500","자양동","307","1121510500_09","광진안심09","1","","광진경찰서 자양파출소","02-2285-7870","","","광진백화점약국 앞","20220727","1121510500_09_P25_307.jpeg"
"POINT(127.08443859722777347 37.53128467216400566)","1121510500_09_P26","1121500000","서울특별시 광진구","1121510500","자양동","307","1121510500_09","광진안심09","1","","광진경찰서 자양파출소","02-2285-7870","","","광진노인보호센터 앞","20220727","1121510500_09_P26_307.jpeg"
"POINT(127.08372247905386132 37.53094226048472848)","1121510500_09_P27","1121500000","서울특별시 광진구","1121510500","자양동","307","1121510500_09","광진안심09","1","","광진경찰서 자양파출소","02-2285-7870","","","우리유황온천 앞","20220727","1121510500_09_P27_307.jpeg"
"POINT(127.08337799999999618 37.53086400000000111)","1121510500_09_P28","1121500000","서울특별시 광진구","1121510500","자양동","307","1121510500_09","광진안심09","1","","광진경찰서 자양파출소","02-2285-7870","","","","20220727","1121510500_09_P28_307.jpeg"
"POINT(127.07734476424002423 37.53423801598963649)","1121510500_10_P01","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","","20220727","1121510500_10_P01_305.jpeg"
"POINT(127.07739362146996598 37.53426799440233452)","1121510500_10_P02","1121500000","서울특별시 광진구","1121510500","자양동","304","1121510500_10","광진안심10","1","","","","","","","20220727","1121510500_10_P02_304.jpeg"
"POINT(127.07744524041154932 37.53432570001704249)","1121510500_10_P03","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","","20220727","1121510500_10_P03_305.jpeg"
"POINT(127.0774717452585918 37.53458470770280542)","1121510500_10_P04","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","","20220727","1121510500_10_P04_305.jpeg"
"POINT(127.07759936427818559 37.53474341338117171)","1121510500_10_P05","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","","20220727","1121510500_10_P05_305.jpeg"
"POINT(127.0776960000000031 37.53518300000000352)","1121510500_10_P06","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","드림빌라 앞","20220727","1121510500_10_P06_305.jpeg"
"POINT(127.07765174767831695 37.53496799624054603)","1121510500_10_P07","1121500000","서울특별시 광진구","1121510500","자양동","304","1121510500_10","광진안심10","1","","","","","","","20220727","1121510500_10_P07_304.jpeg"
"POINT(127.07776411690707619 37.53516098678434076)","1121510500_10_P08","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","드림빌라 앞","20220727","1121510500_10_P08_305.jpeg"
"POINT(127.07784174288076429 37.53537341910221414)","1121510500_10_P09","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","","20220727","1121510500_10_P09_305.jpeg"
"POINT(127.0778717428807596 37.53546141910221223)","1121510500_10_P10","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","맥스카나양념치킨 앞","20220727","1121510500_10_P10_305.jpeg"
"POINT(127.07803524068397394 37.53586370008929407)","1121510500_10_P11","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","장독골공원 앞","20220727","1121510500_10_P11_305.jpeg"
"POINT(127.07802736685566458 37.5359157019479639)","1121510500_10_P12","1121500000","서울특별시 광진구","1121510500","자양동","304","1121510500_10","광진안심10","1","","","","","","장독골공원 앞","20220727","1121510500_10_P12_304.jpeg"
"POINT(127.07810823848348036 37.53603941146705836)","1121510500_10_P13","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","미소건강다이어트 앞","20220727","1121510500_10_P13_305.jpeg"
"POINT(127.07815562161940193 37.53616899428143228)","1121510500_10_P14","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","","20220727","1121510500_10_P14_305.jpeg"
"POINT(127.07815787152033238 37.53635570957624878)","1121510500_10_P15","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","새은광약국 앞","20220727","1121510500_10_P15_305.jpeg"
"POINT(127.07815787152033238 37.53635570957624878)","1121510500_10_P16","1121500000","서울특별시 광진구","1121510500","자양동","302","1121510500_10","광진안심10","5","","광진구 도시안전과 CCTV 통합관제센터","02-450-5100","","","새은광약국 앞","20220727","1121510500_10_P16_302.jpeg"
"POINT(127.07815787152033238 37.53635570957624878)","1121510500_10_P17","1121500000","서울특별시 광진구","1121510500","자양동","301","1121510500_10","광진안심10","1","","","","","","새은광약국 앞","20220727","1121510500_10_P17_301.jpeg"
"POINT(127.07823524322922992 37.53637598840657574)","1121510500_10_P18","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","새은광약국 앞","20220727","1121510500_10_P18_305.jpeg"
"POINT(127.07832636706845619 37.53661670193230293)","1121510500_10_P19","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","럭키마트 앞","20220727","1121510500_10_P19_305.jpeg"
"POINT(127.07843861930690821 37.53696170571132029)","1121510500_10_P20","1121500000","서울특별시 광진구","1121510500","자양동","304","1121510500_10","광진안심10","1","","","","","","민영어린이집 앞","20220727","1121510500_10_P20_304.jpeg"
"POINT(127.07841149074795339 37.53682341525997401)","1121510500_10_P21","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","전산아울렛성동지점 앞","20220727","1121510500_10_P21_305.jpeg"
"POINT(127.07842599999999322 37.53702899999999687)","1121510500_10_P22","1121500000","서울특별시 광진구","1121510500","자양동","305","1121510500_10","광진안심10","1","","","","","","","20220727","1121510500_10_P22_305.jpeg"
